Symbol,Week_1_2025-09-12,Week_2_2025-09-19,Week_3_2025-09-26,Week_4_2025-10-03,Week_5_2025-10-10,Week_6_2025-10-17,Week_7_2025-10-24,Week_8_2025-10-31,Week_9_2025-11-07,Week_10_2025-11-14,Week_11_2025-11-21,Week_12_2025-11-28,Week_13_2025-12-05
BIKAJI.NS,"Ticker
BIKAJI.NS    776.25
Name: 2025-09-12, dtype: float64","Ticker
BIKAJI.NS    788.25
Name: 2025-09-19, dtype: float64","Ticker
BIKAJI.NS    731.150024
Name: 2025-09-26, dtype: float64","Ticker
BIKAJI.NS    729.25
Name: 2025-10-03, dtype: float64","Ticker
BIKAJI.NS    729.200012
Name: 2025-10-10, dtype: float64","Ticker
BIKAJI.NS    734.200012
Name: 2025-10-17, dtype: float64","Ticker
BIKAJI.NS    732.650024
Name: 2025-10-24, dtype: float64","Ticker
BIKAJI.NS    730.599976
Name: 2025-10-31, dtype: float64","Ticker
BIKAJI.NS    717.450012
Name: 2025-11-07, dtype: float64","Ticker
BIKAJI.NS    711.950012
Name: 2025-11-14, dtype: float64","Ticker
BIKAJI.NS    712.0
Name: 2025-11-21, dtype: float64","Ticker
BIKAJI.NS    717.150024
Name: 2025-11-28, dtype: float64","Ticker
BIKAJI.NS    717.900024
Name: 2025-12-05, dtype: float64"
TRITURBINE.NS,"Ticker
TRITURBINE.NS    531.650024
Name: 2025-09-12, dtype: float64","Ticker
TRITURBINE.NS    536.099976
Name: 2025-09-19, dtype: float64","Ticker
TRITURBINE.NS    515.5
Name: 2025-09-26, dtype: float64","Ticker
TRITURBINE.NS    521.650024
Name: 2025-10-03, dtype: float64","Ticker
TRITURBINE.NS    526.650024
Name: 2025-10-10, dtype: float64","Ticker
TRITURBINE.NS    521.299988
Name: 2025-10-17, dtype: float64","Ticker
TRITURBINE.NS    523.950012
Name: 2025-10-24, dtype: float64","Ticker
TRITURBINE.NS    535.299988
Name: 2025-10-31, dtype: float64","Ticker
TRITURBINE.NS    515.849976
Name: 2025-11-07, dtype: float64","Ticker
TRITURBINE.NS    540.549988
Name: 2025-11-14, dtype: float64","Ticker
TRITURBINE.NS    539.349976
Name: 2025-11-21, dtype: float64","Ticker
TRITURBINE.NS    536.900024
Name: 2025-11-28, dtype: float64","Ticker
TRITURBINE.NS    537.099976
Name: 2025-12-05, dtype: float64"
IRFC.NS,"Ticker
IRFC.NS    125.170601
Name: 2025-09-12, dtype: float64","Ticker
IRFC.NS    128.601562
Name: 2025-09-19, dtype: float64","Ticker
IRFC.NS    120.886856
Name: 2025-09-26, dtype: float64","Ticker
IRFC.NS    124.793785
Name: 2025-10-03, dtype: float64","Ticker
IRFC.NS    125.438332
Name: 2025-10-10, dtype: float64","Ticker
IRFC.NS    122.483337
Name: 2025-10-17, dtype: float64","Ticker
IRFC.NS    123.730003
Name: 2025-10-24, dtype: float64","Ticker
IRFC.NS    123.309998
Name: 2025-10-31, dtype: float64","Ticker
IRFC.NS    121.360001
Name: 2025-11-07, dtype: float64","Ticker
IRFC.NS    121.010002
Name: 2025-11-14, dtype: float64","Ticker
IRFC.NS    119.089996
Name: 2025-11-21, dtype: float64","Ticker
IRFC.NS    117.57
Name: 2025-11-28, dtype: float64","Ticker
IRFC.NS    114.160004
Name: 2025-12-05, dtype: float64"
CGPOWER.NS,"Ticker
CGPOWER.NS    785.400024
Name: 2025-09-12, dtype: float64","Ticker
CGPOWER.NS    779.400024
Name: 2025-09-19, dtype: float64","Ticker
CGPOWER.NS    739.400024
Name: 2025-09-26, dtype: float64","Ticker
CGPOWER.NS    747.5
Name: 2025-10-03, dtype: float64","Ticker
CGPOWER.NS    753.400024
Name: 2025-10-10, dtype: float64","Ticker
CGPOWER.NS    757.700012
Name: 2025-10-17, dtype: float64","Ticker
CGPOWER.NS    723.849976
Name: 2025-10-24, dtype: float64","Ticker
CGPOWER.NS    736.650024
Name: 2025-10-31, dtype: float64","Ticker
CGPOWER.NS    733.25
Name: 2025-11-07, dtype: float64","Ticker
CGPOWER.NS    743.5
Name: 2025-11-14, dtype: float64","Ticker
CGPOWER.NS    710.200012
Name: 2025-11-21, dtype: float64","Ticker
CGPOWER.NS    672.900024
Name: 2025-11-28, dtype: float64","Ticker
CGPOWER.NS    657.849976
Name: 2025-12-05, dtype: float64"
NIACL.NS,"Ticker
NIACL.NS    192.5
Name: 2025-09-12, dtype: float64","Ticker
NIACL.NS    201.289993
Name: 2025-09-19, dtype: float64","Ticker
NIACL.NS    187.889999
Name: 2025-09-26, dtype: float64","Ticker
NIACL.NS    190.679993
Name: 2025-10-03, dtype: float64","Ticker
NIACL.NS    192.869995
Name: 2025-10-10, dtype: float64","Ticker
NIACL.NS    186.940002
Name: 2025-10-17, dtype: float64","Ticker
NIACL.NS    187.059998
Name: 2025-10-24, dtype: float64","Ticker
NIACL.NS    187.070007
Name: 2025-10-31, dtype: float64","Ticker
NIACL.NS    181.919998
Name: 2025-11-07, dtype: float64","Ticker
NIACL.NS    180.020004
Name: 2025-11-14, dtype: float64","Ticker
NIACL.NS    174.509995
Name: 2025-11-21, dtype: float64","Ticker
NIACL.NS    170.679993
Name: 2025-11-28, dtype: float64","Ticker
NIACL.NS    161.839996
Name: 2025-12-05, dtype: float64"
JINDALSAW.NS,"Ticker
JINDALSAW.NS    207.960007
Name: 2025-09-12, dtype: float64","Ticker
JINDALSAW.NS    212.479996
Name: 2025-09-19, dtype: float64","Ticker
JINDALSAW.NS    206.320007
Name: 2025-09-26, dtype: float64","Ticker
JINDALSAW.NS    206.5
Name: 2025-10-03, dtype: float64","Ticker
JINDALSAW.NS    206.309998
Name: 2025-10-10, dtype: float64","Ticker
JINDALSAW.NS    190.639999
Name: 2025-10-17, dtype: float64","Ticker
JINDALSAW.NS    180.220001
Name: 2025-10-24, dtype: float64","Ticker
JINDALSAW.NS    175.25
Name: 2025-10-31, dtype: float64","Ticker
JINDALSAW.NS    164.5
Name: 2025-11-07, dtype: float64","Ticker
JINDALSAW.NS    169.130005
Name: 2025-11-14, dtype: float64","Ticker
JINDALSAW.NS    163.800003
Name: 2025-11-21, dtype: float64","Ticker
JINDALSAW.NS    162.770004
Name: 2025-11-28, dtype: float64","Ticker
JINDALSAW.NS    163.25
Name: 2025-12-05, dtype: float64"
HAL.NS,"Ticker
HAL.NS    4745.600098
Name: 2025-09-12, dtype: float64","Ticker
HAL.NS    4916.200195
Name: 2025-09-19, dtype: float64","Ticker
HAL.NS    4736.100098
Name: 2025-09-26, dtype: float64","Ticker
HAL.NS    4870.399902
Name: 2025-10-03, dtype: float64","Ticker
HAL.NS    4832.899902
Name: 2025-10-10, dtype: float64","Ticker
HAL.NS    4878.5
Name: 2025-10-17, dtype: float64","Ticker
HAL.NS    4814.200195
Name: 2025-10-24, dtype: float64","Ticker
HAL.NS    4679.799805
Name: 2025-10-31, dtype: float64","Ticker
HAL.NS    4626.600098
Name: 2025-11-07, dtype: float64","Ticker
HAL.NS    4729.799805
Name: 2025-11-14, dtype: float64","Ticker
HAL.NS    4595.0
Name: 2025-11-21, dtype: float64","Ticker
HAL.NS    4542.399902
Name: 2025-11-28, dtype: float64","Ticker
HAL.NS    4483.0
Name: 2025-12-05, dtype: float64"
RAINBOW.NS,"Ticker
RAINBOW.NS    1462.699951
Name: 2025-09-12, dtype: float64","Ticker
RAINBOW.NS    1418.900024
Name: 2025-09-19, dtype: float64","Ticker
RAINBOW.NS    1361.800049
Name: 2025-09-26, dtype: float64","Ticker
RAINBOW.NS    1354.199951
Name: 2025-10-03, dtype: float64","Ticker
RAINBOW.NS    1346.5
Name: 2025-10-10, dtype: float64","Ticker
RAINBOW.NS    1348.800049
Name: 2025-10-17, dtype: float64","Ticker
RAINBOW.NS    1365.0
Name: 2025-10-24, dtype: float64","Ticker
RAINBOW.NS    1369.400024
Name: 2025-10-31, dtype: float64","Ticker
RAINBOW.NS    1373.5
Name: 2025-11-07, dtype: float64","Ticker
RAINBOW.NS    1341.5
Name: 2025-11-14, dtype: float64","Ticker
RAINBOW.NS    1330.0
Name: 2025-11-21, dtype: float64","Ticker
RAINBOW.NS    1351.300049
Name: 2025-11-28, dtype: float64","Ticker
RAINBOW.NS    1345.900024
Name: 2025-12-05, dtype: float64"
3MINDIA.NS,"Ticker
3MINDIA.NS    30715.0
Name: 2025-09-12, dtype: float64","Ticker
3MINDIA.NS    29915.0
Name: 2025-09-19, dtype: float64","Ticker
3MINDIA.NS    29150.0
Name: 2025-09-26, dtype: float64","Ticker
3MINDIA.NS    29135.0
Name: 2025-10-03, dtype: float64","Ticker
3MINDIA.NS    29590.0
Name: 2025-10-10, dtype: float64","Ticker
3MINDIA.NS    29565.0
Name: 2025-10-17, dtype: float64","Ticker
3MINDIA.NS    29735.0
Name: 2025-10-24, dtype: float64","Ticker
3MINDIA.NS    29560.0
Name: 2025-10-31, dtype: float64","Ticker
3MINDIA.NS    35580.0
Name: 2025-11-07, dtype: float64","Ticker
3MINDIA.NS    35910.0
Name: 2025-11-14, dtype: float64","Ticker
3MINDIA.NS    35455.0
Name: 2025-11-21, dtype: float64","Ticker
3MINDIA.NS    34840.0
Name: 2025-11-28, dtype: float64","Ticker
3MINDIA.NS    34495.0
Name: 2025-12-05, dtype: float64"
CROMPTON.NS,"Ticker
CROMPTON.NS    314.450012
Name: 2025-09-12, dtype: float64","Ticker
CROMPTON.NS    313.950012
Name: 2025-09-19, dtype: float64","Ticker
CROMPTON.NS    292.600006
Name: 2025-09-26, dtype: float64","Ticker
CROMPTON.NS    295.200012
Name: 2025-10-03, dtype: float64","Ticker
CROMPTON.NS    287.75
Name: 2025-10-10, dtype: float64","Ticker
CROMPTON.NS    287.5
Name: 2025-10-17, dtype: float64","Ticker
CROMPTON.NS    293.350006
Name: 2025-10-24, dtype: float64","Ticker
CROMPTON.NS    282.700012
Name: 2025-10-31, dtype: float64","Ticker
CROMPTON.NS    277.149994
Name: 2025-11-07, dtype: float64","Ticker
CROMPTON.NS    276.149994
Name: 2025-11-14, dtype: float64","Ticker
CROMPTON.NS    267.350006
Name: 2025-11-21, dtype: float64","Ticker
CROMPTON.NS    265.350006
Name: 2025-11-28, dtype: float64","Ticker
CROMPTON.NS    259.799988
Name: 2025-12-05, dtype: float64"
AXISBANK.NS,"Ticker
AXISBANK.NS    1105.300049
Name: 2025-09-12, dtype: float64","Ticker
AXISBANK.NS    1135.900024
Name: 2025-09-19, dtype: float64","Ticker
AXISBANK.NS    1154.0
Name: 2025-09-26, dtype: float64","Ticker
AXISBANK.NS    1181.0
Name: 2025-10-03, dtype: float64","Ticker
AXISBANK.NS    1180.400024
Name: 2025-10-10, dtype: float64","Ticker
AXISBANK.NS    1200.199951
Name: 2025-10-17, dtype: float64","Ticker
AXISBANK.NS    1241.900024
Name: 2025-10-24, dtype: float64","Ticker
AXISBANK.NS    1232.800049
Name: 2025-10-31, dtype: float64","Ticker
AXISBANK.NS    1222.800049
Name: 2025-11-07, dtype: float64","Ticker
AXISBANK.NS    1241.599976
Name: 2025-11-14, dtype: float64","Ticker
AXISBANK.NS    1275.800049
Name: 2025-11-21, dtype: float64","Ticker
AXISBANK.NS    1279.699951
Name: 2025-11-28, dtype: float64","Ticker
AXISBANK.NS    1269.5
Name: 2025-12-05, dtype: float64"
MOTILALOFS.NS,"Ticker
MOTILALOFS.NS    918.0
Name: 2025-09-12, dtype: float64","Ticker
MOTILALOFS.NS    944.700012
Name: 2025-09-19, dtype: float64","Ticker
MOTILALOFS.NS    910.75
Name: 2025-09-26, dtype: float64","Ticker
MOTILALOFS.NS    911.0
Name: 2025-10-03, dtype: float64","Ticker
MOTILALOFS.NS    967.299988
Name: 2025-10-10, dtype: float64","Ticker
MOTILALOFS.NS    1004.650024
Name: 2025-10-17, dtype: float64","Ticker
MOTILALOFS.NS    1036.199951
Name: 2025-10-24, dtype: float64","Ticker
MOTILALOFS.NS    978.0
Name: 2025-10-31, dtype: float64","Ticker
MOTILALOFS.NS    996.450012
Name: 2025-11-07, dtype: float64","Ticker
MOTILALOFS.NS    991.299988
Name: 2025-11-14, dtype: float64","Ticker
MOTILALOFS.NS    947.799988
Name: 2025-11-21, dtype: float64","Ticker
MOTILALOFS.NS    959.450012
Name: 2025-11-28, dtype: float64","Ticker
MOTILALOFS.NS    903.349976
Name: 2025-12-05, dtype: float64"
POLYCAB.NS,"Ticker
POLYCAB.NS    7254.5
Name: 2025-09-12, dtype: float64","Ticker
POLYCAB.NS    7549.0
Name: 2025-09-19, dtype: float64","Ticker
POLYCAB.NS    7322.5
Name: 2025-09-26, dtype: float64","Ticker
POLYCAB.NS    7393.0
Name: 2025-10-03, dtype: float64","Ticker
POLYCAB.NS    7730.0
Name: 2025-10-10, dtype: float64","Ticker
POLYCAB.NS    7439.5
Name: 2025-10-17, dtype: float64","Ticker
POLYCAB.NS    7513.0
Name: 2025-10-24, dtype: float64","Ticker
POLYCAB.NS    7704.0
Name: 2025-10-31, dtype: float64","Ticker
POLYCAB.NS    7542.0
Name: 2025-11-07, dtype: float64","Ticker
POLYCAB.NS    7632.0
Name: 2025-11-14, dtype: float64","Ticker
POLYCAB.NS    7521.0
Name: 2025-11-21, dtype: float64","Ticker
POLYCAB.NS    7470.0
Name: 2025-11-28, dtype: float64","Ticker
POLYCAB.NS    7238.0
Name: 2025-12-05, dtype: float64"
UNITDSPR.NS,"Ticker
UNITDSPR.NS    1309.699951
Name: 2025-09-12, dtype: float64","Ticker
UNITDSPR.NS    1328.199951
Name: 2025-09-19, dtype: float64","Ticker
UNITDSPR.NS    1297.400024
Name: 2025-09-26, dtype: float64","Ticker
UNITDSPR.NS    1362.599976
Name: 2025-10-03, dtype: float64","Ticker
UNITDSPR.NS    1337.0
Name: 2025-10-10, dtype: float64","Ticker
UNITDSPR.NS    1361.400024
Name: 2025-10-17, dtype: float64","Ticker
UNITDSPR.NS    1357.400024
Name: 2025-10-24, dtype: float64","Ticker
UNITDSPR.NS    1431.400024
Name: 2025-10-31, dtype: float64","Ticker
UNITDSPR.NS    1429.099976
Name: 2025-11-07, dtype: float64","Ticker
UNITDSPR.NS    1429.400024
Name: 2025-11-14, dtype: float64","Ticker
UNITDSPR.NS    1427.099976
Name: 2025-11-21, dtype: float64","Ticker
UNITDSPR.NS    1451.599976
Name: 2025-11-28, dtype: float64","Ticker
UNITDSPR.NS    1436.0
Name: 2025-12-05, dtype: float64"
OLECTRA.NS,"Ticker
OLECTRA.NS    1646.204224
Name: 2025-09-12, dtype: float64","Ticker
OLECTRA.NS    1640.099976
Name: 2025-09-19, dtype: float64","Ticker
OLECTRA.NS    1553.599976
Name: 2025-09-26, dtype: float64","Ticker
OLECTRA.NS    1545.099976
Name: 2025-10-03, dtype: float64","Ticker
OLECTRA.NS    1517.400024
Name: 2025-10-10, dtype: float64","Ticker
OLECTRA.NS    1426.900024
Name: 2025-10-17, dtype: float64","Ticker
OLECTRA.NS    1412.900024
Name: 2025-10-24, dtype: float64","Ticker
OLECTRA.NS    1548.5
Name: 2025-10-31, dtype: float64","Ticker
OLECTRA.NS    1515.599976
Name: 2025-11-07, dtype: float64","Ticker
OLECTRA.NS    1407.0
Name: 2025-11-14, dtype: float64","Ticker
OLECTRA.NS    1325.900024
Name: 2025-11-21, dtype: float64","Ticker
OLECTRA.NS    1250.400024
Name: 2025-11-28, dtype: float64","Ticker
OLECTRA.NS    1207.400024
Name: 2025-12-05, dtype: float64"
BHARATFORG.NS,"Ticker
BHARATFORG.NS    1223.0
Name: 2025-09-12, dtype: float64","Ticker
BHARATFORG.NS    1272.699951
Name: 2025-09-19, dtype: float64","Ticker
BHARATFORG.NS    1181.099976
Name: 2025-09-26, dtype: float64","Ticker
BHARATFORG.NS    1220.199951
Name: 2025-10-03, dtype: float64","Ticker
BHARATFORG.NS    1220.0
Name: 2025-10-10, dtype: float64","Ticker
BHARATFORG.NS    1241.599976
Name: 2025-10-17, dtype: float64","Ticker
BHARATFORG.NS    1283.900024
Name: 2025-10-24, dtype: float64","Ticker
BHARATFORG.NS    1324.699951
Name: 2025-10-31, dtype: float64","Ticker
BHARATFORG.NS    1317.099976
Name: 2025-11-07, dtype: float64","Ticker
BHARATFORG.NS    1396.699951
Name: 2025-11-14, dtype: float64","Ticker
BHARATFORG.NS    1410.199951
Name: 2025-11-21, dtype: float64","Ticker
BHARATFORG.NS    1433.800049
Name: 2025-11-28, dtype: float64","Ticker
BHARATFORG.NS    1388.699951
Name: 2025-12-05, dtype: float64"
SYNGENE.NS,"Ticker
SYNGENE.NS    664.150024
Name: 2025-09-12, dtype: float64","Ticker
SYNGENE.NS    665.450012
Name: 2025-09-19, dtype: float64","Ticker
SYNGENE.NS    609.450012
Name: 2025-09-26, dtype: float64","Ticker
SYNGENE.NS    635.5
Name: 2025-10-03, dtype: float64","Ticker
SYNGENE.NS    651.299988
Name: 2025-10-10, dtype: float64","Ticker
SYNGENE.NS    638.650024
Name: 2025-10-17, dtype: float64","Ticker
SYNGENE.NS    659.849976
Name: 2025-10-24, dtype: float64","Ticker
SYNGENE.NS    650.099976
Name: 2025-10-31, dtype: float64","Ticker
SYNGENE.NS    616.299988
Name: 2025-11-07, dtype: float64","Ticker
SYNGENE.NS    654.400024
Name: 2025-11-14, dtype: float64","Ticker
SYNGENE.NS    629.25
Name: 2025-11-21, dtype: float64","Ticker
SYNGENE.NS    648.299988
Name: 2025-11-28, dtype: float64","Ticker
SYNGENE.NS    635.0
Name: 2025-12-05, dtype: float64"
NTPCGREEN.NS,"Ticker
NTPCGREEN.NS    103.260002
Name: 2025-09-12, dtype: float64","Ticker
NTPCGREEN.NS    104.029999
Name: 2025-09-19, dtype: float64","Ticker
NTPCGREEN.NS    99.379997
Name: 2025-09-26, dtype: float64","Ticker
NTPCGREEN.NS    97.599998
Name: 2025-10-03, dtype: float64","Ticker
NTPCGREEN.NS    99.580002
Name: 2025-10-10, dtype: float64","Ticker
NTPCGREEN.NS    100.010002
Name: 2025-10-17, dtype: float64","Ticker
NTPCGREEN.NS    101.480003
Name: 2025-10-24, dtype: float64","Ticker
NTPCGREEN.NS    103.139999
Name: 2025-10-31, dtype: float64","Ticker
NTPCGREEN.NS    98.959999
Name: 2025-11-07, dtype: float64","Ticker
NTPCGREEN.NS    98.480003
Name: 2025-11-14, dtype: float64","Ticker
NTPCGREEN.NS    97.129997
Name: 2025-11-21, dtype: float64","Ticker
NTPCGREEN.NS    94.949997
Name: 2025-11-28, dtype: float64","Ticker
NTPCGREEN.NS    90.300003
Name: 2025-12-05, dtype: float64"
GVT&D.NS,"Ticker
GVT&D.NS    2788.199951
Name: 2025-09-12, dtype: float64","Ticker
GVT&D.NS    3068.699951
Name: 2025-09-19, dtype: float64","Ticker
GVT&D.NS    2906.699951
Name: 2025-09-26, dtype: float64","Ticker
GVT&D.NS    3170.100098
Name: 2025-10-03, dtype: float64","Ticker
GVT&D.NS    3012.399902
Name: 2025-10-10, dtype: float64","Ticker
GVT&D.NS    2959.600098
Name: 2025-10-17, dtype: float64","Ticker
GVT&D.NS    2905.199951
Name: 2025-10-24, dtype: float64","Ticker
GVT&D.NS    3037.399902
Name: 2025-10-31, dtype: float64","Ticker
GVT&D.NS    3073.199951
Name: 2025-11-07, dtype: float64","Ticker
GVT&D.NS    3035.300049
Name: 2025-11-14, dtype: float64","Ticker
GVT&D.NS    2902.0
Name: 2025-11-21, dtype: float64","Ticker
GVT&D.NS    2881.399902
Name: 2025-11-28, dtype: float64","Ticker
GVT&D.NS    2791.399902
Name: 2025-12-05, dtype: float64"
GRASIM.NS,"Ticker
GRASIM.NS    2802.0
Name: 2025-09-12, dtype: float64","Ticker
GRASIM.NS    2877.899902
Name: 2025-09-19, dtype: float64","Ticker
GRASIM.NS    2746.800049
Name: 2025-09-26, dtype: float64","Ticker
GRASIM.NS    2791.399902
Name: 2025-10-03, dtype: float64","Ticker
GRASIM.NS    2811.0
Name: 2025-10-10, dtype: float64","Ticker
GRASIM.NS    2836.199951
Name: 2025-10-17, dtype: float64","Ticker
GRASIM.NS    2841.300049
Name: 2025-10-24, dtype: float64","Ticker
GRASIM.NS    2891.699951
Name: 2025-10-31, dtype: float64","Ticker
GRASIM.NS    2724.600098
Name: 2025-11-07, dtype: float64","Ticker
GRASIM.NS    2783.399902
Name: 2025-11-14, dtype: float64","Ticker
GRASIM.NS    2734.800049
Name: 2025-11-21, dtype: float64","Ticker
GRASIM.NS    2739.399902
Name: 2025-11-28, dtype: float64","Ticker
GRASIM.NS    2734.899902
Name: 2025-12-05, dtype: float64"
BLUEDART.NS,"Ticker
BLUEDART.NS    5701.0
Name: 2025-09-12, dtype: float64","Ticker
BLUEDART.NS    5762.0
Name: 2025-09-19, dtype: float64","Ticker
BLUEDART.NS    5673.5
Name: 2025-09-26, dtype: float64","Ticker
BLUEDART.NS    5685.0
Name: 2025-10-03, dtype: float64","Ticker
BLUEDART.NS    5502.0
Name: 2025-10-10, dtype: float64","Ticker
BLUEDART.NS    5571.0
Name: 2025-10-17, dtype: float64","Ticker
BLUEDART.NS    5565.5
Name: 2025-10-24, dtype: float64","Ticker
BLUEDART.NS    6572.0
Name: 2025-10-31, dtype: float64","Ticker
BLUEDART.NS    6221.5
Name: 2025-11-07, dtype: float64","Ticker
BLUEDART.NS    5995.0
Name: 2025-11-14, dtype: float64","Ticker
BLUEDART.NS    5805.5
Name: 2025-11-21, dtype: float64","Ticker
BLUEDART.NS    5719.0
Name: 2025-11-28, dtype: float64","Ticker
BLUEDART.NS    5551.5
Name: 2025-12-05, dtype: float64"
UCOBANK.NS,"Ticker
UCOBANK.NS    28.99
Name: 2025-09-12, dtype: float64","Ticker
UCOBANK.NS    31.049999
Name: 2025-09-19, dtype: float64","Ticker
UCOBANK.NS    29.440001
Name: 2025-09-26, dtype: float64","Ticker
UCOBANK.NS    30.77
Name: 2025-10-03, dtype: float64","Ticker
UCOBANK.NS    31.799999
Name: 2025-10-10, dtype: float64","Ticker
UCOBANK.NS    30.889999
Name: 2025-10-17, dtype: float64","Ticker
UCOBANK.NS    31.66
Name: 2025-10-24, dtype: float64","Ticker
UCOBANK.NS    33.209999
Name: 2025-10-31, dtype: float64","Ticker
UCOBANK.NS    32.52
Name: 2025-11-07, dtype: float64","Ticker
UCOBANK.NS    30.719999
Name: 2025-11-14, dtype: float64","Ticker
UCOBANK.NS    30.700001
Name: 2025-11-21, dtype: float64","Ticker
UCOBANK.NS    30.780001
Name: 2025-11-28, dtype: float64","Ticker
UCOBANK.NS    29.42
Name: 2025-12-05, dtype: float64"
CERA.NS,"Ticker
CERA.NS    6322.0
Name: 2025-09-12, dtype: float64","Ticker
CERA.NS    6264.0
Name: 2025-09-19, dtype: float64","Ticker
CERA.NS    6179.5
Name: 2025-09-26, dtype: float64","Ticker
CERA.NS    6148.5
Name: 2025-10-03, dtype: float64","Ticker
CERA.NS    5967.0
Name: 2025-10-10, dtype: float64","Ticker
CERA.NS    6002.0
Name: 2025-10-17, dtype: float64","Ticker
CERA.NS    6072.0
Name: 2025-10-24, dtype: float64","Ticker
CERA.NS    6226.5
Name: 2025-10-31, dtype: float64","Ticker
CERA.NS    5997.0
Name: 2025-11-07, dtype: float64","Ticker
CERA.NS    5617.0
Name: 2025-11-14, dtype: float64","Ticker
CERA.NS    5584.5
Name: 2025-11-21, dtype: float64","Ticker
CERA.NS    5537.0
Name: 2025-11-28, dtype: float64","Ticker
CERA.NS    5344.0
Name: 2025-12-05, dtype: float64"
CESC.NS,"Ticker
CESC.NS    154.859024
Name: 2025-09-12, dtype: float64","Ticker
CESC.NS    163.953598
Name: 2025-09-19, dtype: float64","Ticker
CESC.NS    158.235626
Name: 2025-09-26, dtype: float64","Ticker
CESC.NS    160.925293
Name: 2025-10-03, dtype: float64","Ticker
CESC.NS    165.598343
Name: 2025-10-10, dtype: float64","Ticker
CESC.NS    164.872726
Name: 2025-10-17, dtype: float64","Ticker
CESC.NS    178.649994
Name: 2025-10-24, dtype: float64","Ticker
CESC.NS    179.960007
Name: 2025-10-31, dtype: float64","Ticker
CESC.NS    174.75
Name: 2025-11-07, dtype: float64","Ticker
CESC.NS    174.410004
Name: 2025-11-14, dtype: float64","Ticker
CESC.NS    172.009995
Name: 2025-11-21, dtype: float64","Ticker
CESC.NS    170.479996
Name: 2025-11-28, dtype: float64","Ticker
CESC.NS    175.449997
Name: 2025-12-05, dtype: float64"
OLAELEC.NS,"Ticker
OLAELEC.NS    58.900002
Name: 2025-09-12, dtype: float64","Ticker
OLAELEC.NS    57.669998
Name: 2025-09-19, dtype: float64","Ticker
OLAELEC.NS    54.919998
Name: 2025-09-26, dtype: float64","Ticker
OLAELEC.NS    53.990002
Name: 2025-10-03, dtype: float64","Ticker
OLAELEC.NS    49.700001
Name: 2025-10-10, dtype: float64","Ticker
OLAELEC.NS    57.080002
Name: 2025-10-17, dtype: float64","Ticker
OLAELEC.NS    52.82
Name: 2025-10-24, dtype: float64","Ticker
OLAELEC.NS    50.139999
Name: 2025-10-31, dtype: float64","Ticker
OLAELEC.NS    46.549999
Name: 2025-11-07, dtype: float64","Ticker
OLAELEC.NS    42.290001
Name: 2025-11-14, dtype: float64","Ticker
OLAELEC.NS    41.860001
Name: 2025-11-21, dtype: float64","Ticker
OLAELEC.NS    41.209999
Name: 2025-11-28, dtype: float64","Ticker
OLAELEC.NS    35.619999
Name: 2025-12-05, dtype: float64"
MGL.NS,"Ticker
MGL.NS    1302.699951
Name: 2025-09-12, dtype: float64","Ticker
MGL.NS    1344.699951
Name: 2025-09-19, dtype: float64","Ticker
MGL.NS    1237.699951
Name: 2025-09-26, dtype: float64","Ticker
MGL.NS    1281.300049
Name: 2025-10-03, dtype: float64","Ticker
MGL.NS    1294.900024
Name: 2025-10-10, dtype: float64","Ticker
MGL.NS    1282.300049
Name: 2025-10-17, dtype: float64","Ticker
MGL.NS    1305.099976
Name: 2025-10-24, dtype: float64","Ticker
MGL.NS    1276.900024
Name: 2025-10-31, dtype: float64","Ticker
MGL.NS    1215.599976
Name: 2025-11-07, dtype: float64","Ticker
MGL.NS    1253.300049
Name: 2025-11-14, dtype: float64","Ticker
MGL.NS    1214.599976
Name: 2025-11-21, dtype: float64","Ticker
MGL.NS    1200.199951
Name: 2025-11-28, dtype: float64","Ticker
MGL.NS    1174.699951
Name: 2025-12-05, dtype: float64"
